reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2021/10/19,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/06,All SF Hospitals,Med/Surg,COVID+,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/12,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/22,All SF Hospitals,ICU,COVID+,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/23,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/29,All SF Hospitals,Med/Surg,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/18,All SF Hospitals,Med/Surg,COVID+,26,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/06,All SF Hospitals,Med/Surg,COVID+,70,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/25,All SF Hospitals,Med/Surg,COVID+,54,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/24,All SF Hospitals,Med/Surg,COVID+,233,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/23,All SF Hospitals,Med/Surg,COVID+,36,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/28,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/30,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/28,All SF Hospitals,ICU,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/08,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/11,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/30,All SF Hospitals,Med/Surg,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/14,All SF Hospitals,Med/Surg,COVID+,46,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/01,All SF Hospitals,Med/Surg,PUI,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/07,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/03,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/26,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/24,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/25,All SF Hospitals,Med/Surg,COVID+,44,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/15,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/20,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/06,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/23,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/22,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/22,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/25,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/03,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/28,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/03,All SF Hospitals,Med/Surg,COVID+,34,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/07,All SF Hospitals,Med/Surg,PUI,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/04,All SF Hospitals,Med/Surg,PUI,13,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/14,All SF Hospitals,ICU,COVID+,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/12,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/15,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/04,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/22,All SF Hospitals,Med/Surg,COVID+,30,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/26,All SF Hospitals,Med/Surg,COVID+,48,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/21,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/30,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/23,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/12,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/07,All SF Hospitals,Med/Surg,COVID+,30,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/17,All SF Hospitals,ICU,COVID+,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/30,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/10,All SF Hospitals,Med/Surg,COVID+,103,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/13,All SF Hospitals,Med/Surg,PUI,25,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/17,All SF Hospitals,ICU,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/05,All SF Hospitals,ICU,COVID+,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/21,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/22,All SF Hospitals,Med/Surg,COVID+,128,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/28,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/27,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/17,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/29,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/20,All SF Hospitals,Med/Surg,COVID+,73,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/16,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/03/30,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/15,All SF Hospitals,ICU,COVID+,32,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/06,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/25,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/27,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/01,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/19,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/12,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/14,All SF Hospitals,Med/Surg,COVID+,184,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/25,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/23,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/10,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/21,All SF Hospitals,Med/Surg,COVID+,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/23,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/03,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/23,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/24,All SF Hospitals,Med/Surg,COVID+,41,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/19,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/04,All SF Hospitals,ICU,COVID+,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/14,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/19,All SF Hospitals,Med/Surg,COVID+,76,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/01,All SF Hospitals,Med/Surg,COVID+,83,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/02,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/18,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/12,All SF Hospitals,ICU,COVID+,61,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/15,All SF Hospitals,Med/Surg,COVID+,31,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/23,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/20,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/25,All SF Hospitals,ICU,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/09,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/25,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/19,All SF Hospitals,Med/Surg,COVID+,57,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/17,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/02,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/25,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/10,All SF Hospitals,Med/Surg,COVID+,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/05,All SF Hospitals,Med/Surg,COVID+,95,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/21,All SF Hospitals,ICU,COVID+,20,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/28,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/15,All SF Hospitals,ICU,COVID+,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/06,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/13,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/08,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/02,All SF Hospitals,Med/Surg,COVID+,84,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/12,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/22,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/28,All SF Hospitals,Med/Surg,COVID+,47,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/10,All SF Hospitals,ICU,COVID+,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/20,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/09,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/04,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/16,All SF Hospitals,ICU,COVID+,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/06,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/22,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/02,All SF Hospitals,Med/Surg,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/29,All SF Hospitals,Med/Surg,COVID+,65,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/09,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/28,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/24,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/15,All SF Hospitals,ICU,COVID+,20,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/07,All SF Hospitals,Med/Surg,COVID+,74,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/05,All SF Hospitals,Med/Surg,COVID+,74,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/10,All SF Hospitals,Med/Surg,PUI,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/13,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/21,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/22,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/18,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/14,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/20,All SF Hospitals,Med/Surg,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/09,All SF Hospitals,Med/Surg,COVID+,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/17,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/10,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/20,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/06,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/12,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/10,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/19,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/07,All SF Hospitals,Med/Surg,COVID+,57,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/19,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/09,All SF Hospitals,ICU,COVID+,20,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/01,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/11,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/18,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/18,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/13,All SF Hospitals,ICU,COVID+,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/27,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/08,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/28,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/27,All SF Hospitals,Med/Surg,COVID+,46,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/16,All SF Hospitals,Med/Surg,COVID+,42,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/18,All SF Hospitals,Med/Surg,PUI,33,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/17,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/05,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/03,All SF Hospitals,Med/Surg,PUI,29,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/25,All SF Hospitals,Med/Surg,PUI,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/11,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/29,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/30,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/22,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/10,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/26,All SF Hospitals,Med/Surg,COVID+,46,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/09,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/13,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/11,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/09,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/07,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/29,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/25,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/20,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/16,All SF Hospitals,Med/Surg,COVID+,41,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/29,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/09,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/06,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/06,All SF Hospitals,Med/Surg,COVID+,57,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/15,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/27,All SF Hospitals,ICU,COVID+,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/26,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/16,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/02,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/09,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/05,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/05,All SF Hospitals,Med/Surg,COVID+,45,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/02,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/02,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/13,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/15,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/05,All SF Hospitals,Med/Surg,COVID+,45,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/22,All SF Hospitals,Med/Surg,PUI,29,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/31,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/12,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/15,All SF Hospitals,ICU,COVID+,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/06,All SF Hospitals,Med/Surg,COVID+,28,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/20,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/16,All SF Hospitals,Med/Surg,COVID+,102,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/06,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/05,All SF Hospitals,ICU,COVID+,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/21,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/05,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/01,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/02,All SF Hospitals,Med/Surg,COVID+,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/11,All SF Hospitals,Med/Surg,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/01,All SF Hospitals,Med/Surg,COVID+,77,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/21,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/31,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/08,All SF Hospitals,ICU,COVID+,29,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/19,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/08,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/24,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/29,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/24,All SF Hospitals,ICU,COVID+,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/26,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/31,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/22,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/29,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/25,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/29,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/09,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/07,All SF Hospitals,Med/Surg,COVID+,64,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/20,All SF Hospitals,ICU,COVID+,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/18,All SF Hospitals,ICU,COVID+,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/30,All SF Hospitals,Med/Surg,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/01,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/17,All SF Hospitals,Med/Surg,COVID+,120,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/18,All SF Hospitals,Med/Surg,COVID+,35,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/27,All SF Hospitals,Med/Surg,COVID+,40,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/16,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/16,All SF Hospitals,ICU,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/03,All SF Hospitals,ICU,COVID+,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/23,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/31,All SF Hospitals,Med/Surg,COVID+,51,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/23,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
